1 , Program, Block, ProcedureDeclaration, VarDeclaration, CallStatement, Path: Program-block-Block, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: Block-variables-VarDeclaration, Path: ProcedureDeclaration-block-Block: Block-variables-VarDeclaration, Path: CallStatement-procedure-ProcedureDeclaration, Path: Block-body-Body: Body-statements-CallStatement
296 , Program, WhileStatement, ProcedureDeclaration, TermExpression, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
297 , BlockOwner, WhileStatement, ProcedureDeclaration, TermExpression, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
298 , Block, WhileStatement, ProcedureDeclaration, TermExpression, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
299 , Program, WhileStatement, ProcedureDeclaration, Term, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
300 , BlockOwner, WhileStatement, ProcedureDeclaration, Term, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
301 , Block, WhileStatement, ProcedureDeclaration, Term, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
302 , Program, WhileStatement, ProcedureDeclaration, OptionalTerm, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-optional-OptionalTerm, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-optional-OptionalTerm, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
303 , BlockOwner, WhileStatement, ProcedureDeclaration, OptionalTerm, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-optional-OptionalTerm, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-optional-OptionalTerm, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
304 , Block, WhileStatement, ProcedureDeclaration, OptionalTerm, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-optional-OptionalTerm, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-optional-OptionalTerm, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
305 , Program, WhileStatement, ProcedureDeclaration, Factor, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
306 , BlockOwner, WhileStatement, ProcedureDeclaration, Factor, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
307 , Block, WhileStatement, ProcedureDeclaration, Factor, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
308 , Program, WhileStatement, ProcedureDeclaration, OptionalFactor, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
309 , BlockOwner, WhileStatement, ProcedureDeclaration, OptionalFactor, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
310 , Block, WhileStatement, ProcedureDeclaration, OptionalFactor, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
311 , Program, WhileStatement, ProcedureDeclaration, IdentReference, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
312 , BlockOwner, WhileStatement, ProcedureDeclaration, IdentReference, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
313 , Block, WhileStatement, ProcedureDeclaration, IdentReference, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
314 , Program, WhileStatement, ProcedureDeclaration, Number, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
315 , BlockOwner, WhileStatement, ProcedureDeclaration, Number, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
316 , Block, WhileStatement, ProcedureDeclaration, Number, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
317 , Program, WhileStatement, ProcedureDeclaration, ExpressionFactor, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
318 , BlockOwner, WhileStatement, ProcedureDeclaration, ExpressionFactor, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
319 , Block, WhileStatement, ProcedureDeclaration, ExpressionFactor, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
